id_prestamo;fecha;id_libro;generos;formato;perfil_socio;sala;dias_prestamo;renovaciones;dias_retraso;comentario
9890;13/07/2026;L0027;"poesia;fantasia;historica";Ebook;Adulto;Barrio Norte;7.0;1;0.0;Paginas subrayadas a lapiz
9074;01/07/2026;L0069;"ciencia ficcion;fantasia";Fisico;Adulto;Barrio Norte;;1;0.0;
8487;22/06/2026;L0083;"novela negra;poesia";Fisico;Infantil;Barrio Sur;30.0;0;0.0;
1035;09/02/2026;L0010;"ensayo;novela negra";Fisico;Infantil;barrio norte;14.0;0;0.0;
5983;14/05/2026;L0024;"novela negra;biografia";Fisico;Adulto;Barrio Norte;14.0;1;21.0;
7196;02/06/2026;L0010;"ensayo;novela negra";Fisico;Senior;Barrio Norte;21.0;0;1.0;
2418;10/03/2026;L0108;"biografia;juvenil;romantica";Ebook;Adulto;Barrio Norte;30.0;1;0.0;Le falta la sobrecubierta
8643;25/06/2026;L0120;"biografia;juvenil;ensayo";Fisico;Adulto;Barrio Sur;30.0;0;0.0;
9115;02/07/2026;L0010;"ensayo;novela negra";Fisico;Infantil;Barrio Norte;30.0;1;0.0;
907;06/02/2026;L0130;"juvenil;ciencia ficcion";Fisico;Adulto;Barrio Sur;7.0;0;1.0;
4506;19/04/2026;L0044;"novela negra;historica";Fisico;Infantil;Barrio Sur;21.0;0;1.0;
7750;10/06/2026;L0115;biografia;Ebook;Adulto;Barrio Norte;14.0;1;0.0;
6852;28/05/2026;L0043;"  romantica;fantasia ";Ebook;Infantil;Central;14.0;0;0.0;
2875;20/03/2026;L0005;poesia;Fisico;Adulto;barrio norte;14.0;0;0.0;
7034;31/05/2026;L0092;"ensayo;historica";Fisico;Infantil;Barrio Norte;7.0;0;0.0;
6278;19/05/2026;L0144;"poesia;juvenil";Fisico;Adulto;Central;21.0;0;21.0;
6983;30/05/2026;L0027;"poesia;fantasia;historica";Fisico;Senior;Central;7.0;0;0.0;
7317;04/06/2026;L0068;"historica;romantica;fantasia";Fisico;Infantil;barrio norte;21.0;0;0.0;el socio pide renovar otra vez
4218;14/04/2026;L0002;fantasia;Audiolibro;Adulto;Central;21.0;1;0.0;
4421;18/04/2026;L0020;"fantasia;novela negra";Fisico;Senior;Barrio Norte;30.0;0;23.0;
3762;05/04/2026;L0043;"romantica;fantasia";Ebook;Senior;Central;14.0;0;0.0;El socio pide renovar otra vez
2819;18/03/2026;L0040;fantasia;Ebook;Infantil;Barrio Sur;14.0;0;0,0 dias;
1497;19/02/2026;L0018;"biografia;fantasia";Fisico;Infantil;Central;30.0;0;0.0;
853;05/02/2026;L0025;fantasia;Fisico;Senior;Barrio Sur;21.0;0;0.0;
3603;03/04/2026;L0003;"biografia;poesia";Fisico;Infantil;Central;30.0;1;3.0;
8099;16/06/2026;L0039;"terror;historica;biografia";Fisico;Senior;Barrio Sur;30.0;1;0.0;
8825;27/06/2026;L0103;"romantica;fantasia";Fisico;Adulto;  Barrio Sur ;14.0;0;0.0;
9261;04/07/2026;L0106;"juvenil;historica;novela negra";Ebook;Adulto;Barrio Sur;21.0;0;0.0;
4515;19/04/2026;L0085;"terror;romantica;ensayo";Fisico;Adulto;Barrio Norte;7.0;2;0.0;
5704;09/05/2026;L0028;"juvenil;novela negra;historica";Fisico;Adulto;Central;30.0;0;0.0;
7763;11/06/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;;Central;7.0;0;3.0;
4983;27/04/2026;L0030;"fantasia;historica;juvenil";Ebook;Adulto;Barrio Norte;7.0;0;0.0;
2778;17/03/2026;L0040;fantasia;Audiolibro;Adulto;Barrio Sur;14.0;0;0.0;
6848;28/05/2026;L0022;"biografia;poesia";Audiolibro;Senior;Central;14.0;0;0.0;
748;02/02/2026;L0102;"romantica;novela negra;fantasia";Ebook;Adulto;Barrio Norte;21.0;0;0.0;
9652;10/07/2026;L0023;"juvenil;biografia";Fisico;Infantil;Central;14.0;0;1.0;
348;24/01/2026;L0141;"HISTORICA;FANTASIA";Audiolibro;Senior;Central;14.0;1;0.0;
7130;01/06/2026;L0033;"ciencia ficcion;fantasia;romantica";Audiolibro;Infantil;Central;14.0;1;0.0;
6344;20/05/2026;L0022;"biografia;poesia";Fisico;Senior;Barrio Norte;7.0;1;0.0;
2708;16/03/2026;L0044;"novela negra;historica";Fisico;Adulto;Central;14.0;0;11.0;
7078;31/05/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Barrio Norte;14.0;1;2.0;Devuelto en perfecto estado
7430;06/06/2026;L0091;"ensayo;juvenil";Fisico;Adulto;  Barrio Norte ;14.0;0;;
3423;30/03/2026;L0062;"ciencia ficcion;novela negra";Audiolibro;Senior;Barrio Norte;7.0;0;0.0;
4827;25/04/2026;L0007;"historica;novela negra";Ebook;Adulto;Barrio Sur;30.0;1;0.0;
5720;10/05/2026;L0064;historica;Fisico;Adulto;BARRIO NORTE;30.0;0;0.0;
3354;29/03/2026;L0033;"ciencia ficcion;fantasia;romantica";Fisico;Senior;Central;14.0;0;0.0;
8785;27/06/2026;L0166;"novela negra;ciencia ficcion";Audiolibro;Infantil;Barrio Sur;21.0;0;0.0;
3144;25/03/2026;L0032;"poesia;novela negra";Ebook;Adulto;  Central ;30.0;1;0.0;
6018;15/05/2026;L0089;"juvenil;terror";Ebook;Adulto;Barrio Norte;7.0;0;0.0;
4919;26/04/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;;Central;14.0;0;8.0;
3483;31/03/2026;L0022;"biografia;poesia";Ebook;Adulto;Central;7.0;0;0.0;
1836;26/02/2026;L0043;"romantica;fantasia";Fisico;Adulto;Central;30.0;0;0.0;
2274;07/03/2026;L0050;"romantica;ciencia ficcion";Fisico;Adulto;Central;14.0;1;0.0;
764;03/02/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Barrio Norte;30.0;0;0.0;
3523;01/04/2026;L0163;"novela negra;romantica;biografia";Fisico;Adulto;Barrio Sur;30.0;0;1.0;
6598;24/05/2026;L0075;"ciencia ficcion;juvenil;terror";Fisico;Adulto;Central;14.0;1;0.0;
8917;29/06/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Norte;14.0;0;0.0;Paginas subrayadas a lapiz
4713;23/04/2026;L0037;poesia;Fisico;Adulto;Barrio Norte;30.0;0;0.0;
1223;13/02/2026;L0157;"poesia;biografia";Audiolibro;Adulto;Barrio Sur;21.0;1;0.0;
2681;15/03/2026;L0017;"CIENCIA FICCION;JUVENIL;NOVELA NEGRA";Fisico;Adulto;Central;14.0;1;1.0;
8726;26/06/2026;L0007;"historica;novela negra";Fisico;Adulto;Barrio Norte;14.0;0;10.0;
7866;12/06/2026;L0024;"novela negra;biografia";Ebook;Infantil;Barrio Norte;7.0;0;0.0;
4746;23/04/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
6464;22/05/2026;L0089;"juvenil;terror";Fisico;Adulto;Barrio Norte;;0;10.0;
6188;18/05/2026;L0058;"biografia;ciencia ficcion";Fisico;Senior;Barrio Norte;30.0;0;3.0;
9864;12/07/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Central;21.0;1;0.0;
709;01/02/2026;L0013;"terror;poesia;ensayo";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
510;28/01/2026;L0110;"juvenil;romantica;poesia";Fisico;Senior;Central;14.0;0;0.0;
3069;23/03/2026;L0020;"fantasia;novela negra";Audiolibro;Senior;Barrio Sur;21.0;0;0.0;
7667;09/06/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Sur;30.0;2;0.0;
7324;04/06/2026;L0083;"novela negra;poesia";Fisico;Senior;Central;30.0;2;0.0;
5007;27/04/2026;L0113;"romantica;biografia";Fisico;Adulto;Barrio Norte;7.0;1;20.0;Paginas subrayadas a lapiz
8448;21/06/2026;L0131;juvenil;Fisico;Infantil;Central;14.0;2;0.0;
2690;15/03/2026;L0034;"novela negra;terror";Audiolibro;Senior;central;21.0;0;0.0;
4641;21/04/2026;L0011;fantasia;Fisico;Infantil;Central;30.0;2;0.0;El socio pide renovar otra vez
6949;29/05/2026;L0044;"novela negra;historica";Ebook;Adulto;Barrio Sur;21.0;0;0.0;
7839;12/06/2026;L0056;"ensayo;poesia";Fisico;Senior;Barrio Norte;30.0;1;;
7264;03/06/2026;L0200;"ciencia ficcion;fantasia;terror";Ebook;Adulto;Barrio Norte;14.0;2;0.0;
4013;10/04/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Central;14.0;0;0.0;
4554;20/04/2026;L0038;"poesia;ciencia ficcion";Fisico;Infantil;Barrio Norte;;0;0.0;
712;01/02/2026;L0065;biografia;Fisico;Infantil;Central;14.0;1;0.0;
6595;24/05/2026;L0050;"romantica;ciencia ficcion";Ebook;Infantil;Barrio Norte;14.0;0;;
9200;03/07/2026;L0027;"poesia;fantasia;historica";Fisico;Infantil;barrio sur;30.0;0;0.0;
1513;19/02/2026;L0036;terror;Fisico;Adulto;BARRIO SUR;21.0;0;0.0;
5658;09/05/2026;L0133;"historica;fantasia;poesia";Fisico;Adulto;Barrio Sur;7.0;0;12.0;
1373;16/02/2026;L0096;"juvenil;ensayo;ciencia ficcion";Audiolibro;Adulto;Central;14.0;0;0.0;Paginas subrayadas a lapiz
4368;17/04/2026;L0024;"novela negra;biografia";Fisico;Infantil;Central;30.0;0;0.0;
713;02/02/2026;L0007;"historica;novela negra";Fisico;Senior;Barrio Sur;7.0;0;9.0;
3008;22/03/2026;L0042;ciencia ficcion;Fisico;Adulto;Central;30.0;0;2.0;
1246;14/02/2026;L0071;terror;Fisico;Senior;Barrio Norte;14.0;2;9.0;
9937;13/07/2026;L0042;ciencia ficcion;Fisico;Infantil;Barrio Norte;14.0;0;0.0;
4413;17/04/2026;L0050;"romantica;ciencia ficcion";Fisico;Senior;Barrio Norte;30.0;0;0.0;
5225;01/05/2026;L0028;"juvenil;novela negra;historica";Fisico;Senior;Central;7.0;2;0,0 dias;
716;02/02/2026;L0033;"ciencia ficcion;fantasia;romantica";Fisico;Adulto;Central;7.0;0;0.0;Devuelto en perfecto estado
2508;12/03/2026;L0014;historica;Fisico;Adulto;Barrio Norte;30.0;1;0.0;
6059;16/05/2026;L0019;terror;Ebook;Infantil;Barrio Norte;21.0;2;0.0;
5362;03/05/2026;L0016;historica;Fisico;Adulto;Central;7.0;1;6.0;
8873;28/06/2026;L0058;"biografia;ciencia ficcion";Fisico;Infantil;Barrio Sur;21.0;2;2.0;
2336;08/03/2026;L0034;"novela negra;terror";Fisico;Senior;Central;14.0;1;4.0;
3598;03/04/2026;L0044;"novela negra;historica";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
2246;06/03/2026;L0063;"terror;fantasia;poesia";Fisico;Adulto;Central;7.0;0;8.0;Ejemplar algo deteriorado
213;21/01/2026;L0051;"juvenil;ensayo";Ebook;Adulto;Barrio Norte;14.0;0;0.0;
6228;18/05/2026;L0068;"historica;romantica;fantasia";Fisico;Senior;Central;14.0;0;0.0;
4602;21/04/2026;L0104;"ROMANTICA;CIENCIA FICCION";Fisico;Adulto;Barrio Norte;14.0;0;0.0;
1011;08/02/2026;L0013;"terror;poesia;ensayo";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
324;24/01/2026;L0006;"biografia;historica;poesia";Ebook;Infantil;Barrio Sur;7.0;2;0.0;
3434;30/03/2026;L0005;poesia;Fisico;Adulto;Barrio Sur;21.0;0;26.0;
4274;15/04/2026;L0078;novela negra;Ebook;Senior;Central;7.0;0;0.0;
8596;24/06/2026;L0052;"poesia;ensayo";Ebook;Infantil;Barrio Norte;14.0;0;0.0;
335;24/01/2026;L0024;"novela negra;biografia";Fisico;Adulto;Barrio Norte;7.0;1;1.0;
5509;06/05/2026;L0059;"poesia;biografia";Fisico;Senior;Barrio Sur;7.0;2;5.0;
2289;07/03/2026;L0053;"biografia;ensayo;novela negra";Fisico;Senior;Barrio Norte;;1;0.0;
2030;02/03/2026;L0062;"ciencia ficcion;novela negra";Fisico;Senior;Central;14.0;0;0.0;
7563;08/06/2026;L0021;"historica;biografia;ciencia ficcion";Fisico;Senior;Barrio Sur;7.0;2;17.0;El socio pide renovar otra vez
1964;01/03/2026;L0076;"ensayo;terror;poesia";Fisico;;Central;14.0;0;0.0;
234;21/01/2026;L0200;"ciencia ficcion;fantasia;terror";Ebook;Adulto;Barrio Sur;14.0;1;0.0;
6700;25/05/2026;L0072;"poesia;biografia;fantasia";Fisico;Adulto;Central;21.0;0;0.0;
4642;21/04/2026;L0106;"juvenil;historica;novela negra";Fisico;Adulto;Barrio Sur;14.0;1;0.0;
7617;09/06/2026;L0155;"novela negra;terror;juvenil";Fisico;Infantil;Barrio Norte;7.0;1;0.0;
4322;16/04/2026;L0028;"juvenil;novela negra;historica";Fisico;Adulto;Barrio Norte;21.0;0;0.0;
7266;03/06/2026;L0010;"ensayo;novela negra";Fisico;Senior;Barrio Norte;21.0;0;0.0;
9062;01/07/2026;L0032;"poesia;novela negra";Fisico;Senior;Central;30.0;0;;
8541;23/06/2026;L0030;"fantasia;historica;juvenil";Fisico;Infantil;Barrio Norte;21.0;2;0.0;
2148;04/03/2026;L0024;"novela negra;biografia";Fisico;Senior;Central;21.0;0;0,0 dias;
1663;22/02/2026;L0091;"ensayo;juvenil";Fisico;;Central;14.0;1;1.0;
9773;11/07/2026;L0139;"poesia;biografia";Fisico;Adulto;Barrio Norte;7.0;0;0.0;
4402;17/04/2026;L0026;"romantica;juvenil";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
2974;21/03/2026;L0089;"juvenil;terror";Fisico;Infantil;Barrio Sur;21.0;0;2.0;
6452;22/05/2026;L0023;"juvenil;biografia";Ebook;Infantil;Barrio Sur;14.0;0;0.0;
775;03/02/2026;L0172;"biografia;romantica;novela negra";Audiolibro;Infantil;Barrio Sur;21.0;0;0.0;
2474;11/03/2026;L0024;"novela negra;biografia";Fisico;Infantil;Barrio Norte;30.0;1;0.0;
872;05/02/2026;L0031;"ciencia ficcion;poesia";Fisico;Senior;Barrio Sur;14.0;2;4.0;
1544;20/02/2026;L0013;"terror;poesia;ensayo";Fisico;Adulto;barrio sur;30.0;0;50.0;
1264;14/02/2026;L0055;poesia;Fisico;Senior;Central;14.0;0;14.0;Paginas subrayadas a lapiz
4922;26/04/2026;L0098;"historica;biografia";Fisico;Infantil;Central;21.0;2;0.0;
4420;18/04/2026;L0019;terror;Ebook;Adulto;Central;14.0;2;0.0;
7664;09/06/2026;L0106;"juvenil;historica;novela negra";Fisico;Adulto;Barrio Norte;7.0;1;7.0;
2311;08/03/2026;L0027;"poesia;fantasia;historica";Fisico;Infantil;Barrio Sur;7.0;1;6.0;Muy solicitado, hay lista de espera
7397;06/06/2026;L0008;"romantica;juvenil;ensayo";Fisico;Adulto;Central;7.0;0;0.0;
1221;13/02/2026;L0068;"historica;romantica;fantasia";Ebook;;barrio norte;14.0;0;0.0;
2679;15/03/2026;L0116;ciencia ficcion;Fisico;Infantil;Barrio Norte;14.0;0;0.0;
5467;05/05/2026;L0057;romantica;Fisico;Infantil;Central;7.0;1;8,0 dias;
409;26/01/2026;L0037;poesia;Fisico;Adulto;Barrio Sur;21.0;0;0.0;
4871;25/04/2026;L0184;"romantica;novela negra";Fisico;Adulto;Barrio Sur;21.0;0;0.0;
1685;22/02/2026;L0004;"poesia;ensayo";Audiolibro;Adulto;Barrio Sur;7.0;1;0.0;
9027;30/06/2026;L0039;"terror;historica;biografia";Ebook;Infantil;Barrio Sur;21.0;0;0.0;
9819;12/07/2026;L0036;terror;Ebook;Adulto;Barrio Norte;14.0;0;0.0;
1766;24/02/2026;L0034;"novela negra;terror";Fisico;Adulto;Barrio Norte;21.0;0;0.0;
4817;25/04/2026;L0090;"fantasia;romantica;ensayo";Audiolibro;Adulto;Barrio Sur;14.0;0;0.0;
6759;26/05/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;  Barrio Sur ;30.0;2;33.0;
7079;31/05/2026;L0039;"terror;historica;biografia";Ebook;Adulto;Barrio Norte;14.0;0;0.0;
2184;05/03/2026;L0041;"terror;biografia";Fisico;Adulto;Barrio Sur;14.0;1;7.0;
3001;22/03/2026;L0028;"juvenil;novela negra;historica";Fisico;Senior;BARRIO SUR;21.0;0;0.0;
6038;15/05/2026;L0007;"  historica;novela negra ";Ebook;Infantil;Barrio Norte;7.0;0;0.0;
6224;18/05/2026;L0102;"romantica;novela negra;fantasia";Fisico;Senior;Barrio Sur;30.0;1;0.0;
3080;23/03/2026;L0007;"historica;novela negra";Fisico;Adulto;Barrio Sur;14.0;0;2.0;
6435;22/05/2026;L0010;"ensayo;novela negra";Ebook;Adulto;Barrio Norte;14.0;2;0.0;
2200;06/03/2026;L0051;"juvenil;ensayo";Ebook;Adulto;Barrio Sur;30.0;0;0.0;
9917;13/07/2026;L0078;novela negra;Ebook;Adulto;Central;14.0;0;0.0;Paginas subrayadas a lapiz
7960;14/06/2026;L0029;"fantasia;biografia";Ebook;Adulto;Central;30.0;0;0.0;
5706;09/05/2026;L0194;ensayo;Fisico;Adulto;  Central ;14.0;1;0.0;
2292;07/03/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Central;30.0;0;3.0;
2109;04/03/2026;L0152;"novela negra;ciencia ficcion";Ebook;Infantil;Central;14.0;0;0.0;
8814;27/06/2026;L0007;"historica;novela negra";Ebook;Infantil;Barrio Norte;7.0;0;0.0;
2128;04/03/2026;L0044;"novela negra;historica";Fisico;Infantil;Barrio Norte;14.0;0;13.0;
7744;10/06/2026;L0200;"ciencia ficcion;fantasia;terror";Audiolibro;;Barrio Sur;7.0;1;0.0;
8236;18/06/2026;L0007;"historica;novela negra";Audiolibro;Senior;Barrio Sur;21.0;1;;Ejemplar algo deteriorado
3509;01/04/2026;L0142;"historica;juvenil";Fisico;Adulto;Central;30.0;2;0.0;
2158;05/03/2026;L0007;"historica;novela negra";Fisico;Senior;Barrio Sur;30.0;0;0.0;
1499;19/02/2026;L0062;"ciencia ficcion;novela negra";Fisico;Adulto;Barrio Norte;21.0;0;0.0;
1480;18/02/2026;L0104;"romantica;ciencia ficcion";Ebook;Infantil;Barrio Norte;14.0;0;0.0;
7017;30/05/2026;L0089;"juvenil;terror";Fisico;Infantil;Barrio Norte;14.0;0;30.0;El socio pide renovar otra vez
4721;23/04/2026;L0015;poesia;Fisico;Adulto;Central;;0;0.0;
4878;25/04/2026;L0012;"ciencia ficcion;romantica;terror";Fisico;Adulto;Barrio Norte;;0;0.0;
6962;30/05/2026;L0014;historica;Fisico;Adulto;Central;30.0;1;0.0;
1559;20/02/2026;L0029;"fantasia;biografia";Fisico;Infantil;Barrio Norte;14.0;1;0.0;
8313;19/06/2026;L0032;"poesia;novela negra";Ebook;Adulto;Central;30.0;0;0.0;
5329;03/05/2026;L0019;terror;Fisico;Infantil;central;14.0;2;0.0;
3182;25/03/2026;L0033;"ciencia ficcion;fantasia;romantica";Ebook;Adulto;Barrio Norte;7.0;0;0.0;
5765;10/05/2026;L0001;"historica;biografia";Fisico;Adulto;Central;14.0;0;16.0;
5141;30/04/2026;L0014;historica;Fisico;Adulto;Barrio Sur;30.0;0;0.0;
9848;12/07/2026;L0019;terror;Ebook;Adulto;Central;7.0;2;0.0;
6433;22/05/2026;L0185;"novela negra;terror;ensayo";Ebook;Adulto;Barrio Sur;30.0;0;0.0;
746;02/02/2026;L0071;terror;Fisico;Adulto;Central;14.0;0;0.0;Devuelto en perfecto estado
9357;05/07/2026;L0037;poesia;Fisico;Infantil;Central;7.0;0;5.0;
711;01/02/2026;L0144;"poesia;juvenil";Fisico;Senior;Central;7.0;0;0.0;Le falta la sobrecubierta
380;25/01/2026;L0146;"fantasia;juvenil";Ebook;Adulto;Barrio Sur;30.0;2;0.0;
8216;18/06/2026;L0007;"historica;novela negra";Fisico;Adulto;Barrio Norte;7.0;1;20.0;
3012;22/03/2026;L0011;fantasia;Fisico;Adulto;Central;14.0;0;0.0;
8928;29/06/2026;L0008;"romantica;juvenil;ensayo";Fisico;Adulto;Barrio Norte;14.0;0;4.0;
7278;04/06/2026;L0093;"historica;fantasia";Ebook;Senior;barrio sur;7.0;1;0.0;
4302;16/04/2026;L0028;"juvenil;novela negra;historica";Fisico;;Barrio Sur;14.0;0;0.0;
4077;11/04/2026;L0044;"novela negra;historica";Fisico;Infantil;Central;7.0;1;23.0;
7908;13/06/2026;L0007;"historica;novela negra";Ebook;Adulto;Barrio Norte;14.0;0;0.0;
4569;20/04/2026;L0074;"terror;biografia";Fisico;Adulto;Barrio Norte;7.0;0;0.0;Ejemplar algo deteriorado
5282;02/05/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Barrio Norte;14.0;1;0.0;
9041;30/06/2026;L0185;"novela negra;terror;ensayo";Fisico;Adulto;BARRIO NORTE;21.0;1;0.0;
8349;20/06/2026;L0017;"ciencia ficcion;juvenil;novela negra";Fisico;Adulto;Central;;0;1.0;
4920;26/04/2026;L0024;"novela negra;biografia";Audiolibro;Infantil;Barrio Norte;7.0;0;0.0;
9476;07/07/2026;L0024;"novela negra;biografia";Fisico;Adulto;Central;7.0;0;10.0;
1314;15/02/2026;L0017;"ciencia ficcion;juvenil;novela negra";Fisico;Infantil;Central;14.0;1;30.0;
8362;20/06/2026;L0113;"romantica;biografia";Fisico;Adulto;Barrio Sur;21.0;0;8.0;Paginas subrayadas a lapiz
5015;28/04/2026;L0017;"ciencia ficcion;juvenil;novela negra";Fisico;Infantil;Barrio Norte;14.0;0;0.0;
2927;21/03/2026;L0095;"ciencia ficcion;juvenil";Fisico;Adulto;Central;14.0;0;11.0;
4186;13/04/2026;L0032;"poesia;novela negra";Audiolibro;Adulto;Barrio Norte;14.0;1;0.0;
6948;29/05/2026;L0080;ciencia ficcion;Fisico;Adulto;Central;30.0;0;0.0;Devuelto en perfecto estado
1286;14/02/2026;L0032;"poesia;novela negra";Fisico;Adulto;Central;21.0;0;0.0;
4464;18/04/2026;L0068;"historica;romantica;fantasia";Fisico;Infantil;Barrio Norte;21.0;0;1.0;
8013;14/06/2026;L0020;"fantasia;novela negra";Fisico;Senior;Barrio Norte;30.0;1;0.0;
1350;15/02/2026;L0042;ciencia ficcion;Fisico;Adulto;Barrio Norte;21.0;0;3.0;
5852;12/05/2026;L0038;"poesia;ciencia ficcion";Fisico;Adulto;Barrio Norte;30.0;0;11.0;
8064;15/06/2026;L0028;"juvenil;novela negra;historica";Fisico;Senior;Central;21.0;2;0.0;Le falta la sobrecubierta
8833;27/06/2026;L0032;"poesia;novela negra";Fisico;Adulto;Central;7.0;1;0.0;
1924;28/02/2026;L0062;"ciencia ficcion;novela negra";Fisico;Senior;Central;14.0;1;0.0;
428;26/01/2026;L0027;"  poesia;fantasia;historica ";Ebook;Infantil;Barrio Sur;21.0;0;0.0;Muy solicitado, hay lista de espera
654;31/01/2026;L0134;"romantica;novela negra;biografia";Audiolibro;Senior;Barrio Norte;7.0;0;0.0;
8142;16/06/2026;L0078;novela negra;Fisico;Infantil;Central;7.0;0;0.0;
6540;23/05/2026;L0051;"juvenil;ensayo";Fisico;;Central;30.0;1;9.0;Devuelto en perfecto estado
8554;23/06/2026;L0034;"novela negra;terror";Fisico;Adulto;Barrio Sur;14.0;0;0.0;
1609;21/02/2026;L0174;juvenil;Ebook;Infantil;Barrio Sur;21.0;2;0.0;
3371;29/03/2026;L0012;"ciencia ficcion;romantica;terror";Audiolibro;Adulto;Barrio Norte;7.0;0;0.0;Ejemplar algo deteriorado
4826;25/04/2026;L0053;"biografia;ensayo;novela negra";Fisico;Senior;Barrio Sur;;0;0.0;
6138;17/05/2026;L0013;"terror;poesia;ensayo";Fisico;Infantil;Central;14.0;0;4.0;
9012;30/06/2026;L0080;ciencia ficcion;Fisico;Adulto;Central;30.0;0;0.0;
6183;18/05/2026;L0008;"romantica;juvenil;ensayo";Fisico;Adulto;Barrio Sur;30.0;1;0.0;
9213;03/07/2026;L0083;"novela negra;poesia";Fisico;Adulto;Barrio Sur;14.0;1;5.0;
612;31/01/2026;L0067;"juvenil;romantica;fantasia";Fisico;Adulto;  Barrio Sur ;14.0;0;3.0;
6058;16/05/2026;L0029;"fantasia;biografia";Fisico;Adulto;Central;30.0;2;0.0;
7534;07/06/2026;L0010;"ensayo;novela negra";Fisico;Infantil;Central;14.0;0;0.0;
3785;05/04/2026;L0002;fantasia;Fisico;Senior;Barrio Sur;14.0;0;0.0;Paginas subrayadas a lapiz
2192;05/03/2026;L0071;terror;Audiolibro;Senior;Barrio Sur;14.0;0;0.0;
4192;13/04/2026;L0044;"novela negra;historica";Fisico;Senior;Central;14.0;1;3.0;
4627;21/04/2026;L0010;"ensayo;novela negra";Fisico;Adulto;Barrio Norte;7.0;0;1.0;El socio pide renovar otra vez
4004;10/04/2026;L0093;"historica;fantasia";Fisico;Adulto;Central;14.0;1;0.0;
555;29/01/2026;L0007;"historica;novela negra";Fisico;Infantil;Central;14.0;0;11.0;
6734;26/05/2026;L0032;"poesia;novela negra";Fisico;Senior;Central;14.0;1;0.0;
512;28/01/2026;L0109;"ensayo;poesia;terror";Fisico;Senior;Central;;0;0.0;
4310;16/04/2026;L0014;historica;Audiolibro;Adulto;Barrio Sur;14.0;0;0.0;
8249;19/06/2026;L0151;"historica;novela negra";Fisico;Adulto;  Barrio Sur ;14.0;1;0.0;
968;08/02/2026;L0102;"romantica;novela negra;fantasia";Audiolibro;Adulto;Barrio Norte;7.0;0;0.0;
6153;17/05/2026;L0200;"ciencia ficcion;fantasia;terror";Fisico;Adulto;Central;30.0;1;0.0;
4802;24/04/2026;L0033;"ciencia ficcion;fantasia;romantica";Audiolibro;Infantil;Barrio Sur;;0;0,0 dias;
9813;12/07/2026;L0151;"historica;novela negra";Fisico;Infantil;Central;30.0;0;0.0;
6190;18/05/2026;L0113;"romantica;biografia";Fisico;Infantil;Barrio Sur;21.0;1;2.0;
3996;10/04/2026;L0085;"terror;romantica;ensayo";Audiolibro;Infantil;Barrio Sur;30.0;0;0.0;
2565;13/03/2026;L0031;"ciencia ficcion;poesia";Fisico;Adulto;Central;30.0;1;0.0;
4344;16/04/2026;L0007;"historica;novela negra";Ebook;Infantil;Barrio Sur;14.0;0;0.0;
7896;13/06/2026;L0136;"novela negra;ensayo;ciencia ficcion";Fisico;Adulto;Central;14.0;2;0.0;
9548;08/07/2026;L0020;"fantasia;novela negra";Fisico;Adulto;Barrio Sur;30.0;0;2.0;
6990;30/05/2026;L0027;"poesia;fantasia;historica";Fisico;Infantil;Barrio Norte;7.0;0;0.0;
3845;07/04/2026;L0113;"romantica;biografia";Ebook;Infantil;  Barrio Sur ;7.0;1;0.0;El socio pide renovar otra vez
3335;29/03/2026;L0170;"ciencia ficcion;novela negra";Ebook;Senior;Barrio Norte;14.0;0;0.0;
5503;06/05/2026;L0126;fantasia;Fisico;Senior;Barrio Sur;21.0;1;0.0;
4886;26/04/2026;L0112;fantasia;Ebook;Adulto;Central;21.0;0;0.0;Muy solicitado, hay lista de espera
1110;10/02/2026;L0009;"historica;ciencia ficcion";Fisico;Infantil;Central;21.0;0;0.0;
5829;11/05/2026;L0033;"ciencia ficcion;fantasia;romantica";Ebook;Infantil;Central;14.0;0;0.0;
5900;13/05/2026;L0022;"biografia;poesia";Audiolibro;Infantil;Barrio Norte;30.0;0;0.0;
1039;09/02/2026;L0043;"romantica;fantasia";Fisico;Senior;Barrio Sur;7.0;0;0.0;
1195;12/02/2026;L0004;"poesia;ensayo";Fisico;Adulto;Barrio Norte;14.0;0;0,0 dias;
5506;06/05/2026;L0048;"historica;ensayo";Fisico;Infantil;Barrio Norte;21.0;2;0.0;
6836;27/05/2026;L0114;terror;Audiolibro;Adulto;Central;14.0;0;0.0;
